
bharathchandra@Bharath:~/CN$ sudo python3 Sniff.py
Starting packet capture... (Press Ctrl+C to stop)
^C----- Metrics -----
Total data transferred: 324423865 bytes
Total packets: 328830
Minimum packet size: 54 bytes
Maximum packet size: 1514 bytes
Average packet size: 986.60 bytes
Histogram saved as 'packet_size_histogram.png'.

----- Unique Source-Destination Pairs (TCP flows) -----
10.7.11.235:63429 -> 10.0.136.7:53 : 374 bytes
10.7.11.235:63430 -> 10.0.136.7:53 : 374 bytes
10.0.136.7:53 -> 10.7.11.235:63430 : 465 bytes
10.0.136.7:53 -> 10.7.11.235:63429 : 1218 bytes
10.7.11.235:63431 -> 34.225.70.191:443 : 5903 bytes
34.225.70.191:443 -> 10.7.11.235:63431 : 1951 bytes
10.7.11.235:63432 -> 10.0.136.7:53 : 388 bytes
10.7.11.235:63433 -> 10.0.136.7:53 : 388 bytes
10.0.136.7:53 -> 10.7.11.235:63433 : 439 bytes
10.0.136.7:53 -> 10.7.11.235:63432 : 1263 bytes
10.7.11.235:63434 -> 34.234.179.131:443 : 51235 bytes
34.234.179.131:443 -> 10.7.11.235:63434 : 2346 bytes
10.7.11.235:63435 -> 18.204.106.12:443 : 3773 bytes
18.204.106.12:443 -> 10.7.11.235:63435 : 1190 bytes
10.7.11.235:63436 -> 10.0.136.7:53 : 376 bytes
10.7.11.235:63437 -> 10.0.136.7:53 : 376 bytes
10.0.136.7:53 -> 10.7.11.235:63436 : 1169 bytes
10.0.136.7:53 -> 10.7.11.235:63437 : 427 bytes
10.7.11.235:63438 -> 10.0.136.7:53 : 382 bytes
10.7.11.235:63439 -> 10.0.136.7:53 : 382 bytes
10.0.136.7:53 -> 10.7.11.235:63439 : 396 bytes
10.0.136.7:53 -> 10.7.11.235:63438 : 1145 bytes
10.7.11.235:63440 -> 52.54.217.78:443 : 2467 bytes
52.54.217.78:443 -> 10.7.11.235:63440 : 7869 bytes
10.7.11.235:63441 -> 10.0.136.7:53 : 387 bytes
10.7.11.235:63442 -> 10.0.136.7:53 : 387 bytes
10.0.136.7:53 -> 10.7.11.235:63442 : 401 bytes
10.0.136.7:53 -> 10.7.11.235:63441 : 1150 bytes
10.7.11.235:63443 -> 10.0.136.7:53 : 371 bytes
10.7.11.235:63444 -> 10.0.136.7:53 : 371 bytes
10.0.136.7:53 -> 10.7.11.235:63443 : 1134 bytes
10.0.136.7:53 -> 10.7.11.235:63444 : 392 bytes
10.7.11.235:63445 -> 34.233.9.203:443 : 1775 bytes
34.233.9.203:443 -> 10.7.11.235:63445 : 6998 bytes
10.7.11.235:63446 -> 10.0.136.7:53 : 376 bytes
10.7.11.235:63447 -> 10.0.136.7:53 : 376 bytes
10.0.136.7:53 -> 10.7.11.235:63446 : 1169 bytes
10.0.136.7:53 -> 10.7.11.235:63447 : 427 bytes
10.7.11.235:63448 -> 10.0.136.7:53 : 412 bytes
10.7.11.235:63449 -> 10.0.136.7:53 : 412 bytes
10.0.136.7:53 -> 10.7.11.235:63448 : 1175 bytes
10.0.136.7:53 -> 10.7.11.235:63449 : 426 bytes
10.7.11.235:63450 -> 10.0.136.7:53 : 366 bytes
10.7.11.235:63451 -> 10.0.136.7:53 : 366 bytes
10.0.136.7:53 -> 10.7.11.235:63450 : 1129 bytes
10.0.136.7:53 -> 10.7.11.235:63451 : 1138 bytes
10.7.11.235:60968 -> 54.235.64.44:443 : 697 bytes
54.235.64.44:443 -> 10.7.11.235:60968 : 981 bytes
10.7.11.235:61010 -> 10.0.136.7:53 : 376 bytes
10.7.11.235:61011 -> 10.0.136.7:53 : 376 bytes
10.0.136.7:53 -> 10.7.11.235:61011 : 453 bytes
10.0.136.7:53 -> 10.7.11.235:61010 : 1169 bytes
13.107.42.14:443 -> 10.7.11.235:59425 : 55738 bytes
10.7.11.235:59425 -> 13.107.42.14:443 : 61314 bytes
10.7.11.235:61001 -> 142.251.42.74:443 : 108 bytes
142.251.42.74:443 -> 10.7.11.235:61001 : 60 bytes
10.7.11.235:60908 -> 52.70.169.47:443 : 54 bytes
10.7.11.235:60911 -> 52.70.169.47:443 : 54 bytes
10.7.11.235:61012 -> 10.0.136.7:53 : 367 bytes
10.7.11.235:61013 -> 10.0.136.7:53 : 367 bytes
10.0.136.7:53 -> 10.7.11.235:61012 : 1130 bytes
10.0.136.7:53 -> 10.7.11.235:61013 : 391 bytes
10.7.11.235:61014 -> 10.0.136.7:53 : 367 bytes
10.7.11.235:61015 -> 10.0.136.7:53 : 367 bytes
10.0.136.7:53 -> 10.7.11.235:61015 : 392 bytes
10.0.136.7:53 -> 10.7.11.235:61014 : 684 bytes
10.7.11.235:61016 -> 172.64.155.209:443 : 22090 bytes
172.64.155.209:443 -> 10.7.11.235:61016 : 10719 bytes
10.7.11.235:61017 -> 10.0.136.7:53 : 374 bytes
10.7.11.235:61018 -> 10.0.136.7:53 : 374 bytes
10.0.136.7:53 -> 10.7.11.235:61017 : 662 bytes
10.0.136.7:53 -> 10.7.11.235:61018 : 412 bytes
10.7.11.235:61019 -> 10.0.136.7:53 : 371 bytes
10.7.11.235:61020 -> 10.0.136.7:53 : 371 bytes
10.0.136.7:53 -> 10.7.11.235:61020 : 385 bytes
10.0.136.7:53 -> 10.7.11.235:61019 : 555 bytes
10.7.11.235:61021 -> 10.0.136.7:53 : 371 bytes
10.7.11.235:61022 -> 10.0.136.7:53 : 371 bytes
10.0.136.7:53 -> 10.7.11.235:61021 : 555 bytes
10.0.136.7:53 -> 10.7.11.235:61022 : 385 bytes
10.7.11.235:61023 -> 10.0.136.7:53 : 377 bytes
10.7.11.235:61024 -> 10.0.136.7:53 : 377 bytes
10.0.136.7:53 -> 10.7.11.235:61023 : 1140 bytes
10.0.136.7:53 -> 10.7.11.235:61024 : 389 bytes
10.7.11.235:61025 -> 10.0.136.7:53 : 403 bytes
10.7.11.235:61026 -> 10.0.136.7:53 : 403 bytes
10.0.136.7:53 -> 10.7.11.235:61025 : 1214 bytes
10.0.136.7:53 -> 10.7.11.235:61026 : 425 bytes
10.7.11.235:61027 -> 14.139.249.199:443 : 2419 bytes
10.7.11.235:61028 -> 14.139.249.199:443 : 2387 bytes
14.139.249.199:443 -> 10.7.11.235:61027 : 4409 bytes
14.139.249.199:443 -> 10.7.11.235:61028 : 4409 bytes
10.7.11.235:61029 -> 54.192.142.4:443 : 4165 bytes
54.192.142.4:443 -> 10.7.11.235:61029 : 1494 bytes
10.7.11.235:61030 -> 18.234.0.179:443 : 5259 bytes
18.234.0.179:443 -> 10.7.11.235:61030 : 1615 bytes
10.7.11.235:59504 -> 104.244.42.194:443 : 2478 bytes
104.244.42.194:443 -> 10.7.11.235:59504 : 1307 bytes
10.7.11.235:61031 -> 10.0.136.7:53 : 361 bytes
10.7.11.235:61032 -> 10.0.136.7:53 : 361 bytes
10.7.11.235:61033 -> 10.0.136.7:53 : 369 bytes
10.7.11.235:61034 -> 10.0.136.7:53 : 369 bytes
10.0.136.7:53 -> 10.7.11.235:61031 : 1172 bytes
10.0.136.7:53 -> 10.7.11.235:61032 : 390 bytes
10.0.136.7:53 -> 10.7.11.235:61033 : 1171 bytes
10.0.136.7:53 -> 10.7.11.235:61034 : 433 bytes
10.7.11.235:61035 -> 104.244.42.65:443 : 5424 bytes
104.244.42.65:443 -> 10.7.11.235:61035 : 4508 bytes
10.7.11.235:61036 -> 199.232.56.159:443 : 3455 bytes
199.232.56.159:443 -> 10.7.11.235:61036 : 14454 bytes
10.7.11.235:61037 -> 10.0.136.7:53 : 383 bytes
10.7.11.235:61038 -> 10.0.136.7:53 : 383 bytes
10.0.136.7:53 -> 10.7.11.235:61037 : 1172 bytes
10.0.136.7:53 -> 10.7.11.235:61038 : 496 bytes
10.7.11.235:61039 -> 10.0.136.7:53 : 383 bytes
10.7.11.235:61040 -> 10.0.136.7:53 : 383 bytes
10.0.136.7:53 -> 10.7.11.235:61039 : 1143 bytes
10.0.136.7:53 -> 10.7.11.235:61040 : 1152 bytes
10.7.11.235:61041 -> 142.250.193.194:443 : 2395 bytes
142.250.193.194:443 -> 10.7.11.235:61041 : 7170 bytes
10.7.11.235:61042 -> 10.0.136.7:53 : 371 bytes
10.7.11.235:61043 -> 10.0.136.7:53 : 371 bytes
10.0.136.7:53 -> 10.7.11.235:61042 : 1150 bytes
10.0.136.7:53 -> 10.7.11.235:61043 : 392 bytes
10.7.11.235:61044 -> 10.0.136.7:53 : 369 bytes
10.7.11.235:61045 -> 10.0.136.7:53 : 369 bytes
10.0.136.7:53 -> 10.7.11.235:61044 : 1177 bytes
10.0.136.7:53 -> 10.7.11.235:61045 : 435 bytes
10.7.11.235:61046 -> 173.194.68.94:443 : 2447 bytes
10.7.11.235:61047 -> 142.250.70.97:443 : 3392 bytes
173.194.68.94:443 -> 10.7.11.235:61046 : 6921 bytes
142.250.70.97:443 -> 10.7.11.235:61047 : 17929 bytes
10.7.11.235:61048 -> 10.0.136.7:53 : 367 bytes
10.7.11.235:61049 -> 10.0.136.7:53 : 367 bytes
10.0.136.7:53 -> 10.7.11.235:61048 : 1370 bytes
10.0.136.7:53 -> 10.7.11.235:61049 : 388 bytes
10.7.11.235:61050 -> 10.0.136.7:53 : 374 bytes
10.7.11.235:61051 -> 10.0.136.7:53 : 374 bytes
10.0.136.7:53 -> 10.7.11.235:61051 : 398 bytes
10.0.136.7:53 -> 10.7.11.235:61050 : 1134 bytes
10.7.11.235:61052 -> 10.0.136.7:53 : 372 bytes
10.7.11.235:61053 -> 10.0.136.7:53 : 372 bytes
10.0.136.7:53 -> 10.7.11.235:61052 : 1214 bytes
10.0.136.7:53 -> 10.7.11.235:61053 : 431 bytes
10.7.11.235:61054 -> 10.0.136.7:53 : 376 bytes
10.7.11.235:61055 -> 10.0.136.7:53 : 376 bytes
10.0.136.7:53 -> 10.7.11.235:61054 : 636 bytes
10.0.136.7:53 -> 10.7.11.235:61055 : 418 bytes
10.7.11.235:61056 -> 216.239.38.181:443 : 2388 bytes
216.239.38.181:443 -> 10.7.11.235:61056 : 9434 bytes
10.7.11.235:61057 -> 10.0.136.7:53 : 371 bytes
10.7.11.235:61058 -> 10.0.136.7:53 : 371 bytes
10.0.136.7:53 -> 10.7.11.235:61058 : 469 bytes
10.0.136.7:53 -> 10.7.11.235:61057 : 1203 bytes
10.7.11.235:61059 -> 23.49.60.209:443 : 3373 bytes
23.49.60.209:443 -> 10.7.11.235:61059 : 8615 bytes
10.7.11.235:61060 -> 52.42.158.94:443 : 8207 bytes
52.42.158.94:443 -> 10.7.11.235:61060 : 6359 bytes
10.7.11.235:61061 -> 108.159.61.18:443 : 3002 bytes
108.159.61.18:443 -> 10.7.11.235:61061 : 10811 bytes
10.7.11.235:61062 -> 18.204.106.12:443 : 3744 bytes
18.204.106.12:443 -> 10.7.11.235:61062 : 7544 bytes
10.7.11.235:61063 -> 18.161.111.99:443 : 3192 bytes
18.161.111.99:443 -> 10.7.11.235:61063 : 8212 bytes
10.7.11.235:61064 -> 10.0.136.7:53 : 381 bytes
10.7.11.235:61065 -> 10.0.136.7:53 : 381 bytes
10.0.136.7:53 -> 10.7.11.235:61064 : 1144 bytes
10.0.136.7:53 -> 10.7.11.235:61065 : 416 bytes
10.7.11.235:61066 -> 34.149.43.113:443 : 4224 bytes
34.149.43.113:443 -> 10.7.11.235:61066 : 6156 bytes
10.7.11.235:61067 -> 104.244.42.65:443 : 26590 bytes
104.244.42.65:443 -> 10.7.11.235:61067 : 52306 bytes
10.7.11.235:61068 -> 10.0.136.7:53 : 369 bytes
10.7.11.235:61069 -> 10.0.136.7:53 : 369 bytes
10.0.136.7:53 -> 10.7.11.235:61068 : 1181 bytes
10.0.136.7:53 -> 10.7.11.235:61069 : 443 bytes
10.7.11.235:61070 -> 199.232.56.159:443 : 2123 bytes
10.7.11.235:61071 -> 199.232.56.159:443 : 9953 bytes
199.232.56.159:443 -> 10.7.11.235:61070 : 246 bytes
199.232.56.159:443 -> 10.7.11.235:61071 : 296019 bytes
10.7.11.235:61072 -> 199.232.56.159:443 : 2091 bytes
199.232.56.159:443 -> 10.7.11.235:61072 : 246 bytes
10.7.11.235:61073 -> 10.0.136.7:53 : 372 bytes
10.7.11.235:61074 -> 10.0.136.7:53 : 372 bytes
10.0.136.7:53 -> 10.7.11.235:61074 : 1144 bytes
10.0.136.7:53 -> 10.7.11.235:61073 : 1135 bytes
10.7.11.235:61075 -> 142.250.66.3:443 : 2298 bytes
142.250.66.3:443 -> 10.7.11.235:61075 : 5912 bytes
10.7.11.235:61076 -> 10.0.136.7:53 : 372 bytes
10.7.11.235:61077 -> 10.0.136.7:53 : 372 bytes
10.0.136.7:53 -> 10.7.11.235:61076 : 1167 bytes
10.0.136.7:53 -> 10.7.11.235:61077 : 1212 bytes
10.7.11.235:61078 -> 10.0.136.7:53 : 372 bytes
10.7.11.235:61079 -> 10.0.136.7:53 : 372 bytes
10.0.136.7:53 -> 10.7.11.235:61078 : 1204 bytes
10.0.136.7:53 -> 10.7.11.235:61079 : 470 bytes
10.7.11.235:61080 -> 23.49.60.209:443 : 3250 bytes
23.49.60.209:443 -> 10.7.11.235:61080 : 6906 bytes
10.7.11.235:61081 -> 23.49.60.209:443 : 3714 bytes
23.49.60.209:443 -> 10.7.11.235:61081 : 15080 bytes
10.7.11.235:61082 -> 10.0.136.7:53 : 365 bytes
10.7.11.235:61083 -> 10.0.136.7:53 : 365 bytes
10.0.136.7:53 -> 10.7.11.235:61082 : 1272 bytes
10.0.136.7:53 -> 10.7.11.235:61083 : 390 bytes
10.7.11.235:61084 -> 15.235.42.78:443 : 23970 bytes
15.235.42.78:443 -> 10.7.11.235:61084 : 2873074 bytes
10.7.11.235:61085 -> 18.161.111.99:443 : 3515 bytes
18.161.111.99:443 -> 10.7.11.235:61085 : 12783 bytes
10.7.11.235:61086 -> 52.42.158.94:443 : 6263 bytes
52.42.158.94:443 -> 10.7.11.235:61086 : 2244 bytes
10.7.11.235:61087 -> 10.0.136.7:53 : 460 bytes
10.7.11.235:61088 -> 10.0.136.7:53 : 460 bytes
10.0.136.7:53 -> 10.7.11.235:61087 : 769 bytes
10.0.136.7:53 -> 10.7.11.235:61088 : 528 bytes
10.7.11.235:61089 -> 10.0.136.7:53 : 371 bytes
10.7.11.235:61090 -> 10.0.136.7:53 : 371 bytes
10.0.136.7:53 -> 10.7.11.235:61089 : 829 bytes
10.0.136.7:53 -> 10.7.11.235:61090 : 588 bytes
10.7.11.235:61091 -> 142.250.183.206:443 : 2501 bytes
142.250.183.206:443 -> 10.7.11.235:61091 : 9420 bytes
10.7.11.235:61092 -> 108.159.80.60:443 : 11425 bytes
108.159.80.60:443 -> 10.7.11.235:61092 : 1020292 bytes
10.7.11.235:61093 -> 10.0.136.7:53 : 367 bytes
10.0.136.7:53 -> 10.7.11.235:61093 : 388 bytes
10.7.11.235:61094 -> 142.250.192.22:443 : 2379 bytes
142.250.192.22:443 -> 10.7.11.235:61094 : 7331 bytes
10.7.11.235:61095 -> 10.0.136.7:53 : 371 bytes
10.7.11.235:61096 -> 10.0.136.7:53 : 371 bytes
10.0.136.7:53 -> 10.7.11.235:61095 : 1166 bytes
10.0.136.7:53 -> 10.7.11.235:61096 : 390 bytes
10.7.11.235:61097 -> 103.252.142.21:443 : 4038 bytes
103.252.142.21:443 -> 10.7.11.235:61097 : 17963 bytes
10.7.11.235:61098 -> 10.0.136.7:53 : 372 bytes
10.7.11.235:61099 -> 10.0.136.7:53 : 372 bytes
10.0.136.7:53 -> 10.7.11.235:61098 : 1217 bytes
10.0.136.7:53 -> 10.7.11.235:61099 : 478 bytes
10.7.11.235:61100 -> 104.244.42.65:443 : 5508 bytes
104.244.42.65:443 -> 10.7.11.235:61100 : 2391 bytes
10.7.11.235:61004 -> 49.44.120.98:443 : 108 bytes
49.44.120.98:443 -> 10.7.11.235:61004 : 60 bytes
10.7.11.235:61101 -> 10.0.136.7:53 : 367 bytes
10.7.11.235:61102 -> 10.0.136.7:53 : 367 bytes
10.0.136.7:53 -> 10.7.11.235:61101 : 1130 bytes
10.0.136.7:53 -> 10.7.11.235:61102 : 391 bytes
10.7.11.235:61103 -> 142.251.42.99:443 : 2497 bytes
142.251.42.99:443 -> 10.7.11.235:61103 : 14219 bytes
10.7.11.235:61104 -> 142.250.199.174:443 : 2383 bytes
142.250.199.174:443 -> 10.7.11.235:61104 : 9479 bytes
10.7.11.235:61105 -> 10.0.136.7:53 : 412 bytes
10.7.11.235:61106 -> 10.0.136.7:53 : 412 bytes
10.0.136.7:53 -> 10.7.11.235:61105 : 596 bytes
10.0.136.7:53 -> 10.7.11.235:61106 : 486 bytes
10.7.11.235:61107 -> 10.0.136.7:53 : 388 bytes
10.7.11.235:61108 -> 10.0.136.7:53 : 388 bytes
10.0.136.7:53 -> 10.7.11.235:61107 : 1263 bytes
10.0.136.7:53 -> 10.7.11.235:61108 : 439 bytes
10.7.11.235:61109 -> 54.237.65.249:443 : 8017 bytes
54.237.65.249:443 -> 10.7.11.235:61109 : 6963 bytes
10.7.11.235:61110 -> 10.0.136.7:53 : 387 bytes
10.7.11.235:61111 -> 10.0.136.7:53 : 387 bytes
10.0.136.7:53 -> 10.7.11.235:61111 : 401 bytes
10.0.136.7:53 -> 10.7.11.235:61110 : 571 bytes
10.7.11.235:61112 -> 142.251.42.99:443 : 2366 bytes
142.251.42.99:443 -> 10.7.11.235:61112 : 6941 bytes
10.7.11.235:61113 -> 142.251.42.42:443 : 2463 bytes
142.251.42.42:443 -> 10.7.11.235:61113 : 12622 bytes
10.7.11.235:61114 -> 10.0.136.7:53 : 371 bytes
10.7.11.235:61115 -> 10.0.136.7:53 : 371 bytes
10.0.136.7:53 -> 10.7.11.235:61115 : 392 bytes
10.0.136.7:53 -> 10.7.11.235:61114 : 1134 bytes
10.7.11.235:61116 -> 142.250.192.131:443 : 2393 bytes
142.250.192.131:443 -> 10.7.11.235:61116 : 6860 bytes
10.7.11.235:61117 -> 10.0.136.7:53 : 366 bytes
10.7.11.235:61118 -> 10.0.136.7:53 : 366 bytes
10.0.136.7:53 -> 10.7.11.235:61117 : 550 bytes
10.0.136.7:53 -> 10.7.11.235:61118 : 559 bytes
10.7.11.235:61119 -> 142.250.70.110:443 : 2410 bytes
142.250.70.110:443 -> 10.7.11.235:61119 : 9464 bytes
10.7.11.235:61120 -> 10.0.136.7:53 : 378 bytes
10.7.11.235:61121 -> 10.0.136.7:53 : 378 bytes
10.0.136.7:53 -> 10.7.11.235:61121 : 463 bytes
10.0.136.7:53 -> 10.7.11.235:61120 : 1229 bytes
10.7.11.235:61122 -> 18.65.3.31:443 : 3487 bytes
18.65.3.31:443 -> 10.7.11.235:61122 : 10488 bytes
10.7.11.235:61123 -> 10.0.136.7:53 : 381 bytes
10.7.11.235:61124 -> 10.0.136.7:53 : 381 bytes
10.0.136.7:53 -> 10.7.11.235:61123 : 1173 bytes
10.0.136.7:53 -> 10.7.11.235:61124 : 431 bytes
10.7.11.235:61125 -> 142.250.183.129:443 : 2457 bytes
142.250.183.129:443 -> 10.7.11.235:61125 : 12228 bytes
10.7.11.235:61005 -> 49.44.120.98:443 : 108 bytes
49.44.120.98:443 -> 10.7.11.235:61005 : 60 bytes
10.7.11.235:61126 -> 10.0.136.7:53 : 386 bytes
10.7.11.235:61127 -> 10.0.136.7:53 : 386 bytes
10.0.136.7:53 -> 10.7.11.235:61127 : 1155 bytes
10.0.136.7:53 -> 10.7.11.235:61126 : 1146 bytes
10.7.11.235:61128 -> 142.250.77.34:443 : 2344 bytes
142.250.77.34:443 -> 10.7.11.235:61128 : 7179 bytes
10.7.11.235:61129 -> 54.235.64.44:443 : 1377 bytes
54.235.64.44:443 -> 10.7.11.235:61129 : 1368 bytes
10.7.11.235:61130 -> 148.113.1.23:443 : 1689 bytes
148.113.1.23:443 -> 10.7.11.235:61130 : 10579 bytes
10.7.11.235:61131 -> 10.0.136.7:53 : 367 bytes
10.7.11.235:61132 -> 10.0.136.7:53 : 367 bytes
10.0.136.7:53 -> 10.7.11.235:61132 : 391 bytes
10.0.136.7:53 -> 10.7.11.235:61131 : 1130 bytes
10.7.11.235:61133 -> 142.251.42.99:443 : 2347 bytes
142.251.42.99:443 -> 10.7.11.235:61133 : 14217 bytes
10.7.11.235:61134 -> 34.149.43.113:443 : 3424 bytes
10.7.11.235:61135 -> 10.0.136.7:53 : 371 bytes
10.7.11.235:61136 -> 10.0.136.7:53 : 371 bytes
34.149.43.113:443 -> 10.7.11.235:61134 : 1405 bytes
10.0.136.7:53 -> 10.7.11.235:61135 : 555 bytes
10.0.136.7:53 -> 10.7.11.235:61136 : 385 bytes
10.7.11.235:61137 -> 142.250.70.110:443 : 2373 bytes
142.250.70.110:443 -> 10.7.11.235:61137 : 8910 bytes
10.7.11.235:61138 -> 10.0.136.7:53 : 376 bytes
10.7.11.235:61139 -> 10.0.136.7:53 : 376 bytes
10.0.136.7:53 -> 10.7.11.235:61138 : 1279 bytes
10.0.136.7:53 -> 10.7.11.235:61139 : 478 bytes
10.7.11.235:61140 -> 52.10.219.207:443 : 22612 bytes
52.10.219.207:443 -> 10.7.11.235:61140 : 7563 bytes
10.7.11.235:61141 -> 18.234.0.179:443 : 2467 bytes
18.234.0.179:443 -> 10.7.11.235:61141 : 6199 bytes
10.7.11.235:61142 -> 10.0.136.7:53 : 377 bytes
10.7.11.235:61143 -> 10.0.136.7:53 : 377 bytes
10.0.136.7:53 -> 10.7.11.235:61142 : 1140 bytes
10.0.136.7:53 -> 10.7.11.235:61143 : 398 bytes
10.7.11.235:61144 -> 142.250.206.163:443 : 2389 bytes
142.250.206.163:443 -> 10.7.11.235:61144 : 7353 bytes
10.7.11.235:61145 -> 10.0.136.7:53 : 382 bytes
10.7.11.235:61146 -> 10.0.136.7:53 : 382 bytes
10.0.136.7:53 -> 10.7.11.235:61145 : 1264 bytes
10.0.136.7:53 -> 10.7.11.235:61146 : 495 bytes
10.7.11.235:61147 -> 52.88.148.17:443 : 15964 bytes
52.88.148.17:443 -> 10.7.11.235:61147 : 15424 bytes
10.7.11.235:61148 -> 10.0.136.7:53 : 371 bytes
10.7.11.235:61149 -> 10.0.136.7:53 : 371 bytes
10.7.11.235:61150 -> 10.0.136.7:53 : 373 bytes
10.7.11.235:61151 -> 10.0.136.7:53 : 373 bytes
10.7.11.235:61152 -> 10.0.136.7:53 : 371 bytes
10.7.11.235:61153 -> 10.0.136.7:53 : 371 bytes
10.0.136.7:53 -> 10.7.11.235:61148 : 555 bytes
10.0.136.7:53 -> 10.7.11.235:61149 : 385 bytes
10.0.136.7:53 -> 10.7.11.235:61151 : 1145 bytes
10.0.136.7:53 -> 10.7.11.235:61150 : 1136 bytes
10.0.136.7:53 -> 10.7.11.235:61152 : 1134 bytes
10.0.136.7:53 -> 10.7.11.235:61153 : 392 bytes
10.7.11.235:61154 -> 10.0.136.7:53 : 376 bytes
10.7.11.235:61155 -> 10.0.136.7:53 : 376 bytes
10.7.11.235:61156 -> 10.0.136.7:53 : 371 bytes
10.7.11.235:61157 -> 10.0.136.7:53 : 371 bytes
10.0.136.7:53 -> 10.7.11.235:61154 : 1139 bytes
10.0.136.7:53 -> 10.7.11.235:61155 : 397 bytes
10.0.136.7:53 -> 10.7.11.235:61156 : 576 bytes
10.0.136.7:53 -> 10.7.11.235:61157 : 406 bytes
10.7.11.235:61158 -> 10.0.136.7:53 : 384 bytes
10.7.11.235:61159 -> 10.0.136.7:53 : 384 bytes
10.0.136.7:53 -> 10.7.11.235:61158 : 1259 bytes
10.0.136.7:53 -> 10.7.11.235:61159 : 435 bytes
10.7.11.235:61160 -> 34.225.76.170:443 : 10030 bytes
34.225.76.170:443 -> 10.7.11.235:61160 : 11392 bytes
10.7.11.235:61161 -> 34.225.76.170:443 : 2170 bytes
34.225.76.170:443 -> 10.7.11.235:61161 : 306 bytes
10.7.11.235:61162 -> 34.225.76.170:443 : 2138 bytes
34.225.76.170:443 -> 10.7.11.235:61162 : 306 bytes
10.7.11.235:61163 -> 10.0.136.7:53 : 382 bytes
10.7.11.235:61164 -> 10.0.136.7:53 : 382 bytes
10.0.136.7:53 -> 10.7.11.235:61164 : 396 bytes
10.0.136.7:53 -> 10.7.11.235:61163 : 566 bytes
10.7.11.235:61165 -> 142.250.67.138:443 : 2416 bytes
142.250.67.138:443 -> 10.7.11.235:61165 : 12608 bytes
10.7.11.235:61166 -> 10.0.136.7:53 : 378 bytes
10.7.11.235:61167 -> 10.0.136.7:53 : 378 bytes
10.0.136.7:53 -> 10.7.11.235:61166 : 1233 bytes
10.0.136.7:53 -> 10.7.11.235:61167 : 447 bytes
10.7.11.235:61168 -> 151.101.66.137:443 : 3515 bytes
151.101.66.137:443 -> 10.7.11.235:61168 : 5175 bytes
10.7.11.235:61169 -> 10.0.136.7:53 : 371 bytes
10.7.11.235:61170 -> 10.0.136.7:53 : 371 bytes
10.0.136.7:53 -> 10.7.11.235:61169 : 829 bytes
10.0.136.7:53 -> 10.7.11.235:61170 : 588 bytes
10.7.11.235:61171 -> 10.0.136.7:53 : 404 bytes
10.7.11.235:61172 -> 10.0.136.7:53 : 404 bytes
10.0.136.7:53 -> 10.7.11.235:61171 : 588 bytes
10.0.136.7:53 -> 10.7.11.235:61172 : 418 bytes
10.7.11.235:61173 -> 10.0.136.7:53 : 390 bytes
10.7.11.235:61174 -> 10.0.136.7:53 : 390 bytes
10.0.136.7:53 -> 10.7.11.235:61173 : 574 bytes
10.0.136.7:53 -> 10.7.11.235:61174 : 404 bytes
10.7.11.235:61175 -> 216.58.200.170:443 : 2416 bytes
216.58.200.170:443 -> 10.7.11.235:61175 : 12733 bytes
10.7.11.235:61176 -> 10.0.136.7:53 : 394 bytes
10.7.11.235:61177 -> 10.0.136.7:53 : 394 bytes
10.0.136.7:53 -> 10.7.11.235:61177 : 408 bytes
10.0.136.7:53 -> 10.7.11.235:61176 : 578 bytes
10.7.11.235:61178 -> 142.250.71.106:443 : 2524 bytes
142.250.71.106:443 -> 10.7.11.235:61178 : 12642 bytes
10.7.11.235:61179 -> 10.0.136.7:53 : 375 bytes
10.7.11.235:61180 -> 10.0.136.7:53 : 375 bytes
10.0.136.7:53 -> 10.7.11.235:61179 : 583 bytes
10.0.136.7:53 -> 10.7.11.235:61180 : 413 bytes
10.7.11.235:61181 -> 142.250.70.78:443 : 2355 bytes
142.250.70.78:443 -> 10.7.11.235:61181 : 9432 bytes
10.7.11.235:61182 -> 10.0.136.7:53 : 375 bytes
10.7.11.235:61183 -> 10.0.136.7:53 : 375 bytes
10.0.136.7:53 -> 10.7.11.235:61182 : 580 bytes
10.0.136.7:53 -> 10.7.11.235:61183 : 410 bytes
10.7.11.235:61184 -> 142.250.199.174:443 : 2441 bytes
142.250.199.174:443 -> 10.7.11.235:61184 : 9432 bytes
10.7.11.235:61185 -> 10.0.136.7:53 : 376 bytes
10.7.11.235:61186 -> 10.0.136.7:53 : 376 bytes
10.0.136.7:53 -> 10.7.11.235:61185 : 1227 bytes
10.0.136.7:53 -> 10.7.11.235:61186 : 461 bytes
10.7.11.235:61187 -> 54.230.112.80:443 : 13359 bytes
54.230.112.80:443 -> 10.7.11.235:61187 : 620327 bytes
10.7.11.235:61188 -> 10.0.136.7:53 : 385 bytes
10.7.11.235:61189 -> 10.0.136.7:53 : 385 bytes
10.0.136.7:53 -> 10.7.11.235:61188 : 569 bytes
10.0.136.7:53 -> 10.7.11.235:61189 : 399 bytes
10.7.11.235:61190 -> 10.0.136.7:53 : 375 bytes
10.7.11.235:61191 -> 10.0.136.7:53 : 375 bytes
10.0.136.7:53 -> 10.7.11.235:61191 : 389 bytes
10.0.136.7:53 -> 10.7.11.235:61190 : 559 bytes
10.7.11.235:61192 -> 142.250.70.106:443 : 2483 bytes
